Nom du lieu;Type de lieu;Ville;D�partement;R�gion;Capacité (personnes);Prix (€);Description;URL Heavento;URL ABC Salles;URL Kactus;URL Carmin.io;Contact/Téléphone;Email;Statut;Dernière mise à jour
Mademoiselle Fifi;H�tel;Bouches-du-Rh�ne;;Provence-Alpes-C�te d'Azur;10-250 personnes;Dès 480€ - 2800€;Lieu d'événements original situé à Bouches-du-Rhône proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/mademoiselle-fifi/location-de-salle/marseille/provence-alpes-cote-dazur/france/;https://www.abcsalles.com/lieu/mademoiselle-fifi;https://www.kactus.com/fr/lieux/mademoiselle-fifi;https://carmin.io/location/bouchesdurhne/mademoiselle-fifi;;;Actif;27/08/2025
Madison Show Cabaret;H�tel;Melun;Seine-et-Marne;;30-180 personnes;Dès 240€ - 1440€;Lieu d'événements original situé à Melun proposant des espaces atypiques et créatifs. Configuration flexible accueillant 30-180 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;;https://www.abcsalles.com/lieu/madison-show-cabaret;https://www.kactus.com/fr/lieux/madison-show-cabaret;https://carmin.io/location/melun/madison-show-cabaret;;;Actif;27/08/2025
Maison de la P�che et de la Nature;H�tel;Hauts-de-Seine;;�le-de-France;10-250 personnes;Dès 640€ - 4000€;Lieu d'événements original situé à Hauts-de-Seine proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/maison-de-la-peche-et-de-la-nature/location-de-salle/levallois-perret/ile-de-france/france/;https://www.abcsalles.com/lieu/maison-de-la-pche-et-de-la-nature;https://www.kactus.com/fr/lieux/maison-de-la-pche-et-de-la-nature;https://carmin.io/location/hautsdeseine/maison-de-la-pche-et-de-la-nature;;;Actif;27/08/2025
Maison de l’Am�rique Latine;H�tel;Paris;;�le-de-France;20-500 personnes;Dès 640€ - 4000€;Lieu d'événements original situé à Paris proposant des espaces atypiques et créatifs. Configuration flexible accueillant 20-500 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/maison-de-lamerique-latine/location-de-salle/paris-07/ile-de-france/france/;https://www.abcsalles.com/lieu/maison-de-lamrique-latine;https://www.kactus.com/fr/lieux/maison-de-lamrique-latine;https://carmin.io/location/paris/maison-de-lamrique-latine;;;Actif;27/08/2025
Maison des Vins de Graves;Espace �v�nementiel;Gironde;;Aquitaine;10-250 personnes;Dès 240€ - 1440€;Espace événementiel singulier implanté à Gironde offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/maison-des-vins-de-graves/location-de-salle/podensac/aquitaine/france/;https://www.abcsalles.com/lieu/maison-des-vins-de-graves;https://www.kactus.com/fr/lieux/maison-des-vins-de-graves;https://carmin.io/location/gironde/maison-des-vins-de-graves;;;Actif;27/08/2025
Malicia Club;Club;Bouches-du-Rh�ne;;Provence-Alpes-C�te d'Azur;10-250 personnes;Dès 480€ - 2800€;Espace événementiel singulier implanté à Bouches-du-Rhône offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/malicia-club/location-de-salle/gignac-la-nerthe/provence-alpes-cote-dazur/france/;https://www.abcsalles.com/lieu/malicia-club;https://www.kactus.com/fr/lieux/malicia-club;https://carmin.io/location/bouchesdurhne/malicia-club;;;Actif;27/08/2025
Manade Boch;H�tel;H�rault;;Languedoc-Roussillon;10-250 personnes;Dès 240€ - 1440€;Lieu d'événements original situé à Hérault proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/manade-boch/location-de-domaine/lansargues/languedoc-roussillon/france/;https://www.abcsalles.com/lieu/manade-boch;https://www.kactus.com/fr/lieux/manade-boch;https://carmin.io/location/hrault/manade-boch;;;Actif;27/08/2025
Manade Caillan;H�tel;Bouches-du-Rh�ne;;Provence-Alpes-C�te d'Azur;10-250 personnes;Dès 480€ - 2800€;Lieu d'événements original situé à Bouches-du-Rhône proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/manade-caillan/location-de-salle/saint-remy-de-provence/provence-alpes-cote-dazur/france/;https://www.abcsalles.com/lieu/manade-caillan;https://www.kactus.com/fr/lieux/manade-caillan;https://carmin.io/location/bouchesdurhne/manade-caillan;;;Actif;27/08/2025
Manade Carreton;H�tel;Gard;;Languedoc-Roussillon;10-250 personnes;Dès 240€ - 1440€;Lieu d'événements original situé à Gard proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/manade-carreton/location-de-salle/sernhac/languedoc-roussillon/france/;https://www.abcsalles.com/lieu/manade-carreton;https://www.kactus.com/fr/lieux/manade-carreton;https://carmin.io/location/gard/manade-carreton;;;Actif;27/08/2025
Manade Espelly Blanc;H�tel;Gard;;Languedoc-Roussillon;10-250 personnes;Dès 240€ - 1440€;Lieu d'événements original situé à Gard proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/manade-espelly-blanc/location-de-salle/saint-gilles/languedoc-roussillon/france/;https://www.abcsalles.com/lieu/manade-espelly-blanc;https://www.kactus.com/fr/lieux/manade-espelly-blanc;https://carmin.io/location/gard/manade-espelly-blanc;;;Actif;27/08/2025
Manade Marge Domaine de la Batisse;Salle de r�ception;Aude;;Languedoc-Roussillon;18-450 personnes;Dès 420€ - 2520€;Propriété rurale d'exception située à Aude alliant tradition et modernité. Espaces de réception authentiques pouvant recevoir 18-450 personnes dans un cadre naturel préservé. Architecture régionale, dépendances rénovées et espaces verts paysagers. Idéal pour événements familiaux, séminaires créatifs et célébrations champêtres. Un havre de paix où l'authenticité rencontre l'excellence événementielle.;https://heavento.fr/location-de-salles/manade-marge-domaine-de-la-batisse/location-de-domaine/fleury-daude/languedoc-roussillon/france/;https://www.abcsalles.com/lieu/manade-marge-domaine-de-la-batisse;https://www.kactus.com/fr/lieux/manade-marge-domaine-de-la-batisse;https://carmin.io/location/aude/manade-marge-domaine-de-la-batisse;;;Actif;27/08/2025
Manade Occitane;Espace �v�nementiel;H�rault;;Languedoc-Roussillon;10-250 personnes;Dès 240€ - 1440€;Espace événementiel singulier implanté à Hérault offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/manade-occitane/location-de-salle/marsillargues/languedoc-roussillon/france/;https://www.abcsalles.com/lieu/manade-occitane;https://www.kactus.com/fr/lieux/manade-occitane;https://carmin.io/location/hrault/manade-occitane;;;Actif;27/08/2025
Manade des Termes;Espace �v�nementiel;H�rault;;Languedoc-Roussillon;10-250 personnes;Dès 240€ - 1440€;Espace événementiel singulier implanté à Hérault offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/manade-des-termes/location-de-domaine/mauguio/languedoc-roussillon/france/;https://www.abcsalles.com/lieu/manade-des-termes;https://www.kactus.com/fr/lieux/manade-des-termes;https://carmin.io/location/hrault/manade-des-termes;;;Actif;27/08/2025
Manoir De Pontbriand;Salle de r�ception;Ille-et-Vilaine;;Bretagne;10-250 personnes;Dès 320€ - 1760€;Domaine de charme niché à Ille-et-Vilaine offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/manoir-de-pontbriand/category-location-de-chateau/pleurtuit/bretagne/france/;https://www.abcsalles.com/lieu/manoir-de-pontbriand;https://www.kactus.com/fr/lieux/manoir-de-pontbriand;https://carmin.io/location/illeetvilaine/manoir-de-pontbriand;;;Actif;27/08/2025
Manoir Henri IV;Salle de r�ception;Eure;;Haute-Normandie;10-250 personnes;Dès 240€ - 1440€;Domaine de charme niché à Eure offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/manoir-henri-iv/location-de-manoir/cauge-evreux/haute-normandie/france/;https://www.abcsalles.com/lieu/manoir-henri-iv;https://www.kactus.com/fr/lieux/manoir-henri-iv;https://carmin.io/location/eure/manoir-henri-iv;;;Actif;27/08/2025
Manoir Morgan;Salle de r�ception;Morbihan;;Bretagne;10-250 personnes;Dès 320€ - 1760€;Propriété rurale d'exception située à Morbihan alliant tradition et modernité. Espaces de réception authentiques pouvant recevoir 10-250 personnes dans un cadre naturel préservé. Architecture régionale, dépendances rénovées et espaces verts paysagers. Idéal pour événements familiaux, séminaires créatifs et célébrations champêtres. Un havre de paix où l'authenticité rencontre l'excellence événementielle.;https://heavento.fr/location-de-salles/manoir-morgan/location-de-manoir/taupont/bretagne/france/;https://www.abcsalles.com/lieu/manoir-morgan;https://www.kactus.com/fr/lieux/manoir-morgan;https://carmin.io/location/morbihan/manoir-morgan;;;Actif;27/08/2025
Manoir Saint Hubert;Salle de r�ception;Seine-et-Marne;;�le-de-France;10-250 personnes;Dès 640€ - 4000€;Domaine de charme niché à Seine-et-Marne offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/manoir-saint-hubert/location-de-manoir/machault/ile-de-france/france/;https://www.abcsalles.com/lieu/manoir-saint-hubert;https://www.kactus.com/fr/lieux/manoir-saint-hubert;https://carmin.io/location/seineetmarne/manoir-saint-hubert;;;Actif;27/08/2025
Manoir Sainte Marie;Salle de r�ception;Loire-Atlantique;;Pays de la Loire;10-250 personnes;Dès 240€ - 1440€;Domaine de charme niché à Loire-Atlantique offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/manoir-sainte-marie/location-de-manoir/campbon/pays-de-la-loire/france/;https://www.abcsalles.com/lieu/manoir-sainte-marie;https://www.kactus.com/fr/lieux/manoir-sainte-marie;https://carmin.io/location/loireatlantique/manoir-sainte-marie;;;Actif;27/08/2025
Manoir Tourieux;Salle de r�ception;Rh�ne;;Rh�ne-Alpes;10-250 personnes;Dès 240€ - 1440€;Domaine de charme niché à Rhône offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/manoir-tourieux/location-de-domaine/savigny/rhone-alpes/france/;https://www.abcsalles.com/lieu/manoir-tourieux;https://www.kactus.com/fr/lieux/manoir-tourieux;https://carmin.io/location/rhne/manoir-tourieux;;;Actif;27/08/2025
Manoir de Caslou;Salle de r�ception;Ille-et-Vilaine;;Bretagne;10-250 personnes;Dès 320€ - 1760€;Propriété rurale d'exception située à Ille-et-Vilaine alliant tradition et modernité. Espaces de réception authentiques pouvant recevoir 10-250 personnes dans un cadre naturel préservé. Architecture régionale, dépendances rénovées et espaces verts paysagers. Idéal pour événements familiaux, séminaires créatifs et célébrations champêtres. Un havre de paix où l'authenticité rencontre l'excellence événementielle.;https://heavento.fr/location-de-salles/manoir-de-caslou/location-de-manoir/montauban-de-bretagne/bretagne/france/;https://www.abcsalles.com/lieu/manoir-de-caslou;https://www.kactus.com/fr/lieux/manoir-de-caslou;https://carmin.io/location/illeetvilaine/manoir-de-caslou;;;Actif;27/08/2025
Manoir de Chivre;Salle de r�ception;Calvados;;Basse-Normandie;10-250 personnes;Dès 240€ - 1440€;Domaine de charme niché à Calvados offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/manoir-de-chivre/location-de-manoir/saint-marguerite-delle/basse-normandie/france/;https://www.abcsalles.com/lieu/manoir-de-chivre;https://www.kactus.com/fr/lieux/manoir-de-chivre;https://carmin.io/location/calvados/manoir-de-chivre;;;Actif;27/08/2025
Manoir de Clenord;Salle de r�ception;Loir-et-Cher;;Centre;10-250 personnes;Dès 240€ - 1440€;Domaine de charme niché à Loir-et-Cher offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/manoir-de-clenord/location-de-manoir/mont-pres-chambord/centre/france/;https://www.abcsalles.com/lieu/manoir-de-clenord;https://www.kactus.com/fr/lieux/manoir-de-clenord;https://carmin.io/location/loiretcher/manoir-de-clenord;;;Actif;27/08/2025
Manoir de Fourcy;Salle de r�ception;Pas-de-Calais;;Nord-Pas-de-Calais;10-250 personnes;Dès 240€ - 1440€;Propriété rurale d'exception située à Pas-de-Calais alliant tradition et modernité. Espaces de réception authentiques pouvant recevoir 10-250 personnes dans un cadre naturel préservé. Architecture régionale, dépendances rénovées et espaces verts paysagers. Idéal pour événements familiaux, séminaires créatifs et célébrations champêtres. Un havre de paix où l'authenticité rencontre l'excellence événementielle.;https://heavento.fr/location-de-salles/manoir-de-fourcy/location-de-manoir/corbehem/nord-pas-de-calais/france/;https://www.abcsalles.com/lieu/manoir-de-fourcy;https://www.kactus.com/fr/lieux/manoir-de-fourcy;https://carmin.io/location/pasdecalais/manoir-de-fourcy;;;Actif;27/08/2025
Manoir de Kerellou;Salle de r�ception;Finist�re;;Bretagne;10-250 personnes;Dès 320€ - 1760€;Domaine de charme niché à Finistère offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/manoir-de-kerellou/location-de-manoir/plouigneau/bretagne/france/;https://www.abcsalles.com/lieu/manoir-de-kerellou;https://www.kactus.com/fr/lieux/manoir-de-kerellou;https://carmin.io/location/finistre/manoir-de-kerellou;;;Actif;27/08/2025
Manoir de Kerouzien;Salle de r�ception;Finist�re;;Bretagne;10-250 personnes;Dès 320€ - 1760€;Propriété rurale d'exception située à Finistère alliant tradition et modernité. Espaces de réception authentiques pouvant recevoir 10-250 personnes dans un cadre naturel préservé. Architecture régionale, dépendances rénovées et espaces verts paysagers. Idéal pour événements familiaux, séminaires créatifs et célébrations champêtres. Un havre de paix où l'authenticité rencontre l'excellence événementielle.;https://heavento.fr/location-de-salles/manoir-de-kerouzien/location-de-manoir/plomelin/bretagne/france/;https://www.abcsalles.com/lieu/manoir-de-kerouzien;https://www.kactus.com/fr/lieux/manoir-de-kerouzien;https://carmin.io/location/finistre/manoir-de-kerouzien;;;Actif;27/08/2025
Manoir de La Mare;Salle de r�ception;C�tes d'Armor;;Bretagne;10-250 personnes;Dès 320€ - 1760€;Propriété rurale d'exception située à Côtes d'Armor alliant tradition et modernité. Espaces de réception authentiques pouvant recevoir 10-250 personnes dans un cadre naturel préservé. Architecture régionale, dépendances rénovées et espaces verts paysagers. Idéal pour événements familiaux, séminaires créatifs et célébrations champêtres. Un havre de paix où l'authenticité rencontre l'excellence événementielle.;https://heavento.fr/location-de-salles/manoir-de-la-mare/location-de-manoir/henon/bretagne/france/;https://www.abcsalles.com/lieu/manoir-de-la-mare;https://www.kactus.com/fr/lieux/manoir-de-la-mare;https://carmin.io/location/ctes-darmor/manoir-de-la-mare;;;Actif;27/08/2025
Manoir de Longuelune;Salle de r�ception;Eure;;Haute-Normandie;10-250 personnes;Dès 240€ - 1440€;Propriété rurale d'exception située à Eure alliant tradition et modernité. Espaces de réception authentiques pouvant recevoir 10-250 personnes dans un cadre naturel préservé. Architecture régionale, dépendances rénovées et espaces verts paysagers. Idéal pour événements familiaux, séminaires créatifs et célébrations champêtres. Un havre de paix où l'authenticité rencontre l'excellence événementielle.;https://heavento.fr/location-de-salles/manoir-de-longuelune/location-de-manoir/piseux/haute-normandie/france/;https://www.abcsalles.com/lieu/manoir-de-longuelune;https://www.kactus.com/fr/lieux/manoir-de-longuelune;https://carmin.io/location/eure/manoir-de-longuelune;;;Actif;27/08/2025
Manoir de Menez Bras;Salle de r�ception;Finist�re;;Bretagne;10-250 personnes;Dès 320€ - 1760€;Propriété rurale d'exception située à Finistère alliant tradition et modernité. Espaces de réception authentiques pouvant recevoir 10-250 personnes dans un cadre naturel préservé. Architecture régionale, dépendances rénovées et espaces verts paysagers. Idéal pour événements familiaux, séminaires créatifs et célébrations champêtres. Un havre de paix où l'authenticité rencontre l'excellence événementielle.;https://heavento.fr/location-de-salles/manoir-de-menez-bras/location-de-manoir/audierne/bretagne/france/;https://www.abcsalles.com/lieu/manoir-de-menez-bras;https://www.kactus.com/fr/lieux/manoir-de-menez-bras;https://carmin.io/location/finistre/manoir-de-menez-bras;;;Actif;27/08/2025
Manoir de Pen Frat;Salle de r�ception;Finist�re;;Bretagne;10-250 personnes;Dès 320€ - 1760€;Domaine de charme niché à Finistère offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/manoir-de-pen-frat/location-de-manoir/plomeur/bretagne/france/;https://www.abcsalles.com/lieu/manoir-de-pen-frat;https://www.kactus.com/fr/lieux/manoir-de-pen-frat;https://carmin.io/location/finistre/manoir-de-pen-frat;;;Actif;27/08/2025
Manoir de Proce;Salle de r�ception;Loire-Atlantique;;Pays de la Loire;10-250 personnes;Dès 240€ - 1440€;Domaine de charme niché à Loire-Atlantique offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/manoir-de-proce/location-de-manoir/nantes/pays-de-la-loire/france/;https://www.abcsalles.com/lieu/manoir-de-proce;https://www.kactus.com/fr/lieux/manoir-de-proce;https://carmin.io/location/loireatlantique/manoir-de-proce;;;Actif;27/08/2025
Manoir de Randrecard;Salle de r�ception;Morbihan;Morbihan;Bretagne;20-170 personnes;Dès 320€ - 1760€;Propriété rurale d'exception située à Morbihan alliant tradition et modernité. Espaces de réception authentiques pouvant recevoir 20-170 personnes dans un cadre naturel préservé. Architecture régionale, dépendances rénovées et espaces verts paysagers. Idéal pour événements familiaux, séminaires créatifs et célébrations champêtres. Un havre de paix où l'authenticité rencontre l'excellence événementielle.;https://heavento.fr/location-de-salles/manoir-de-randrecard/location-de-manoir/trefflean/bretagne/france/;https://www.abcsalles.com/lieu/manoir-de-randrecard;https://www.kactus.com/fr/lieux/manoir-de-randrecard;https://carmin.io/location/morbihan/manoir-de-randrecard;;;Actif;27/08/2025
Manoir de Saint Germer;Salle de r�ception;Oise;;Picardie;10-250 personnes;Dès 240€ - 1440€;Domaine de charme niché à Oise offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/manoir-de-saint-germer/location-de-manoir/reilly/picardie/france/;https://www.abcsalles.com/lieu/manoir-de-saint-germer;https://www.kactus.com/fr/lieux/manoir-de-saint-germer;https://carmin.io/location/oise/manoir-de-saint-germer;;;Actif;27/08/2025
Manoir de Saint Gervais;Salle de r�ception;Gironde;;Aquitaine;10-250 personnes;Dès 240€ - 1440€;Domaine de charme niché à Gironde offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/manoir-de-saint-gervais/location-de-manoir/saint-gervais-1/aquitaine/france/;https://www.abcsalles.com/lieu/manoir-de-saint-gervais;https://www.kactus.com/fr/lieux/manoir-de-saint-gervais;https://carmin.io/location/gironde/manoir-de-saint-gervais;;;Actif;27/08/2025
Manoir de Sainte Croix;Salle de r�ception;Calvados;;Basse-Normandie;10-250 personnes;Dès 240€ - 1440€;Domaine de charme niché à Calvados offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/manoir-de-sainte-croix/location-de-domaine/fleury-sur-orne/basse-normandie/france/;https://www.abcsalles.com/lieu/manoir-de-sainte-croix;https://www.kactus.com/fr/lieux/manoir-de-sainte-croix;https://carmin.io/location/calvados/manoir-de-sainte-croix;;;Actif;27/08/2025
Manoir de Tourville;Salle de r�ception;Rh�ne;;Rh�ne-Alpes;10-250 personnes;Dès 240€ - 1440€;Domaine de charme niché à Rhône offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/manoir-de-tourville/location-de-manoir/les-halles/rhone-alpes/france/;https://www.abcsalles.com/lieu/manoir-de-tourville;https://www.kactus.com/fr/lieux/manoir-de-tourville;https://carmin.io/location/rhne/manoir-de-tourville;;;Actif;27/08/2025
Manoir de Treouret;Salle de r�ception;Finist�re;;Bretagne;10-250 personnes;Dès 320€ - 1760€;Propriété rurale d'exception située à Finistère alliant tradition et modernité. Espaces de réception authentiques pouvant recevoir 10-250 personnes dans un cadre naturel préservé. Architecture régionale, dépendances rénovées et espaces verts paysagers. Idéal pour événements familiaux, séminaires créatifs et célébrations champêtres. Un havre de paix où l'authenticité rencontre l'excellence événementielle.;https://heavento.fr/location-de-salles/manoir-de-treouret/location-de-manoir/cast/bretagne/france/;https://www.abcsalles.com/lieu/manoir-de-treouret;https://www.kactus.com/fr/lieux/manoir-de-treouret;https://carmin.io/location/finistre/manoir-de-treouret;;;Actif;27/08/2025
Manoir de Vacheresses;Salle de r�ception;Eure-et-Loir;;Centre;10-250 personnes;Dès 240€ - 1440€;Propriété rurale d'exception située à Eure-et-Loir alliant tradition et modernité. Espaces de réception authentiques pouvant recevoir 10-250 personnes dans un cadre naturel préservé. Architecture régionale, dépendances rénovées et espaces verts paysagers. Idéal pour événements familiaux, séminaires créatifs et célébrations champêtres. Un havre de paix où l'authenticité rencontre l'excellence événementielle.;https://heavento.fr/location-de-salles/manoir-de-vacheresses/location-de-manoir/nogent-le-roi/centre/france/;https://www.abcsalles.com/lieu/manoir-de-vacheresses;https://www.kactus.com/fr/lieux/manoir-de-vacheresses;https://carmin.io/location/eureetloir/manoir-de-vacheresses;;;Actif;27/08/2025
Manoir de Veygoux;Salle de r�ception;Puy-de-D�me;;Auvergne;10-250 personnes;Dès 240€ - 1440€;Domaine de charme niché à Puy-de-Dôme offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/manoir-de-veygoux/location-de-manoir/charbonnieres-les-varennes/auvergne/france/;https://www.abcsalles.com/lieu/manoir-de-veygoux;https://www.kactus.com/fr/lieux/manoir-de-veygoux;https://carmin.io/location/puydedme/manoir-de-veygoux;;;Actif;27/08/2025
